Index,p_calibrated_nts_test,p_calibrated_nts_cal
1,0.30135746295092536,0.29637204912485876
2,0.3037458162807707,0.29835196790786034
3,0.29766357450998565,0.2885290710663572
4,0.3040118468029998,0.28820496896269415
5,0.293213421897126,0.29047822494857556
6,0.2942570107091864,0.2888533897347511
7,0.29556453685803274,0.2947279404601866
8,0.2958264464171859,0.30433702513326966
9,0.3304218452173651,0.2917819719225696
10,0.2934741160187128,0.29967612829204976
11,0.293213421897126,0.28982764324681304
12,0.30135746295092536,0.2937440279718588
13,0.292692440420313,0.3120818467736525
14,0.2934741160187128,0.28982764324681304
15,0.30935985059033777,0.3066827008846874
16,0.30935985059033777,0.3013360462072505
17,0.29977117547459664,0.2940717856031376
18,0.29766357450998565,0.28917792478012083
19,0.2942570107091864,0.36725182312672017
20,0.3464696088143541,0.339829110846277
21,0.29295286333093085,0.3127603829464587
22,0.3628743805592757,0.464736448126939
23,0.3924204998375058,0.2953849467644557
24,0.2958264464171859,0.2950563372827229
25,0.3016223078570701,0.2957137687017843
26,0.31232327990691944,0.28820496896269415
27,0.29295286333093085,0.2940717856031376
28,0.3096286114667187,0.28917792478012083
29,0.2934741160187128,0.2917819719225696
30,0.29740072538759443,0.2953849467644557
31,0.30029940733931887,0.302334502548503
32,0.29295286333093085,0.30400275341551086
33,0.2942570107091864,0.30333483085398244
34,0.30029940733931887,0.2895026760139204
35,0.3593925888009391,0.37499235371518524
36,0.3142171414750582,0.3165066341654205
37,0.293734945595187,0.28820496896269415
38,0.3005637224207531,0.29047822494857556
39,0.2942570107091864,0.30300118045791924
40,0.29399591052572555,0.3066827008846874
41,0.29295286333093085,0.2993447730573765
42,0.29635066903979135,0.2973610580407871
43,0.2971380101742491,0.3020014754780907
44,0.29399591052572555,0.29835196790786034
45,0.2934741160187128,0.30769107098657017
46,0.295302761938252,0.2885290710663572
47,0.3069468148176357,0.29769115039162997
48,0.292692440420313,0.31242101435050523
49,0.2971380101742491,0.29967612829204976
50,0.2945182460441088,0.28820496896269415
51,0.29295286333093085,0.29080383903481566
52,0.29295286333093085,0.2973610580407871
53,0.3456158280148654,0.29868269265255004
54,0.30241763521817183,0.33242835843890756
55,0.2960884905123368,0.3026677376154703
56,0.293213421897126,0.2930891533059278
57,0.29399591052572555,0.2940717856031376
58,0.30481072495305184,0.2934164838062443
