Index,p_calibrated_nps,p_calibrated_nps_cal
1,0.30313991614696933,0.2966309094663428
2,0.3062645787421954,0.2992136954534728
3,0.29831535612189514,0.2864301182402063
4,0.30661287230927786,0.2860096673955756
5,0.2925167685460611,0.2889605741628576
6,0.29387518654788486,0.28685093885089286
7,0.29557837650978974,0.2944884678281435
8,0.29591970124251327,0.30703867022525566
9,0.3414043539630185,0.29065489634859504
10,0.2928560276557747,0.3009426918136214
11,0.2925167685460611,0.2881156152242988
12,0.30313991614696933,0.2932073395507579
13,0.29183894243310415,0.3172007847424276
14,0.2928560276557747,0.2881156152242988
15,0.3136247688098193,0.3101123071659055
16,0.3136247688098193,0.3031119151543775
17,0.3010668476578171,0.2936340198757334
18,0.29831535612189514,0.28727212882327463
19,0.29387518654788486,0.3904041549157286
20,0.36270738188320456,0.353880832621945
21,0.29217774006527686,0.3180929279499146
22,0.38456350039844367,0.5197854512413715
23,0.42400683401737793,0.29534436255138896
24,0.29591970124251327,0.2949162345669887
25,0.30348621077305915,0.29577285133133063
26,0.31751819005563797,0.2860096673955756
27,0.29217774006527686,0.2936340198757334
28,0.31397764432872516,0.28727212882327463
29,0.2928560276557747,0.29065489634859504
30,0.2979724375762759,0.29534436255138896
31,0.3017569737449884,0.3044176807020502
32,0.29217774006527686,0.30660096621653254
33,0.29387518654788486,0.30572660358313597
34,0.3017569737449884,0.28769368775071447
35,0.3799199428492357,0.40073702096581637
36,0.32000922621478356,0.3230234902329263
37,0.29319551717381626,0.2860096673955756
38,0.30210237343554674,0.2889605741628576
39,0.29387518654788486,0.3052899459752695
40,0.29353523687866606,0.3101123071659055
41,0.29217774006527686,0.3005099094214391
42,0.2966030356228094,0.297920691253493
43,0.2976297460196192,0.30398207403977
44,0.29353523687866606,0.2992136954534728
45,0.2928560276557747,0.3114347526089826
46,0.2952372803874912,0.2864301182402063
47,0.31045861902156846,0.29835133522823626
48,0.29183894243310415,0.31764668894090664
49,0.2976297460196192,0.3009426918136214
50,0.29421536595811437,0.2860096673955756
51,0.29217774006527686,0.28938360479861336
52,0.29217774006527686,0.297920691253493
53,0.36157174463014063,0.2996454107650213
54,0.3045264323303328,0.344062474853866
55,0.2962612543567855,0.30485363818068056
56,0.2925167685460611,0.29235506840758974
57,0.29353523687866606,0.2936340198757334
58,0.30765907695475087,0.29278102224851726
59,0.3129196645131513,0.4042015160729444
60,0.309757420558306,0.5464161079577344
61,0.31080954529320165,0.2992136954534728
62,0.3010668476578171,0.3348337585007178
63,0.327182922998442,0.41865281710724
64,0.30003334541602467,0.28685093885089286
65,0.29319551717381626,0.28727212882327463
66,0.29421536595811437,0.28558958671908674
67,0.2925167685460611,0.2992136954534728
68,0.29557837650978974,0.3289015944810176
69,0.2925167685460611,0.28558958671908674
70,0.29217774006527686,0.29023076631293243
71,0.2925167685460611,0.2885379108328364
72,0.29217774006527686,0.31231809646946257
73,0.29319551717381626,0.2860096673955756
74,0.29387518654788486,0.29107939200418964
75,0.29353523687866606,0.29278102224851726
76,0.29387518654788486,0.3044176807020502
77,0.2925167685460611,0.32708712575067506
78,0.29353523687866606,0.30572660358313597
79,0.3094071489008124,0.29534436255138896
80,0.29353523687866606,0.3316328822921161
81,0.2986585014211573,0.29107939200418964
82,0.2952372803874912,0.2919294784642682
83,0.2979724375762759,0.28727212882327463
84,0.3536661195822572,0.28685093885089286
85,0.29217774006527686,0.2860096673955756
86,0.2966030356228094,0.369079715152198
87,0.2928560276557747,0.2864301182402063
88,0.29387518654788486,0.2860096673955756
89,0.29217774006527686,0.28938360479861336
90,0.2928560276557747,0.344062474853866
91,0.2925167685460611,0.29534436255138896
92,0.29217774006527686,0.2996454107650213
93,0.2925167685460611,0.32077736101090437
94,0.29217774006527686,0.4383052136642176
95,0.29387518654788486,0.2974904053261464
96,0.29353523687866606,0.30660096621653254
97,0.29728728168632385,0.32032912516387446
98,0.2925167685460611,0.28727212882327463
99,0.2952372803874912,0.2992136954534728
100,0.30348621077305915,0.3362102497115482
101,0.2966030356228094,0.30791512106757285
102,0.2925167685460611,0.3894250235148134
103,0.29728728168632385,0.28938360479861336
104,0.2952372803874912,0.36334775676880166
105,0.30072212174933866,0.2860096673955756
106,0.30244799723046273,0.2885379108328364
107,0.2925167685460611,0.28558958671908674
108,0.2928560276557747,0.28938360479861336
109,0.2990018732378227,0.30398207403977
110,0.2945557748850766,0.28685093885089286
111,0.2966030356228094,0.28685093885089286
112,0.2925167685460611,0.2864301182402063
113,0.29319551717381626,0.309672179576173
114,0.29831535612189514,0.3180929279499146
115,0.2948964131035747,0.2944884678281435
116,0.29319551717381626,0.31764668894090664
117,0.2925167685460611,0.28558958671908674
118,0.29319551717381626,0.2919294784642682
119,0.29387518654788486,0.324375106502912
120,0.29217774006527686,0.2864301182402063
121,0.29217774006527686,0.2860096673955756
122,0.2925167685460611,0.2962017004545121
123,0.29557837650978974,0.28685093885089286
124,0.2925167685460611,0.2885379108328364
125,0.39508759622505796,0.28938360479861336
126,0.2962612543567855,0.2970604779099437
127,0.2952372803874912,0.2860096673955756
128,0.2925167685460611,0.29835133522823626
129,0.29217774006527686,0.3403563721745892
130,0.29183894243310415,0.2970604779099437
131,0.2925167685460611,0.309672179576173
132,0.3101079106874277,0.2864301182402063
133,0.2925167685460611,0.3031119151543775
134,0.2928560276557747,0.29577285133133063
135,0.2928560276557747,0.3052899459752695
136,0.29831535612189514,0.2885379108328364
137,0.29319551717381626,0.3357511087886415
138,0.2966030356228094,0.29235506840758974
139,0.2996892954737983,0.30137582894284365
140,0.29183894243310415,0.28727212882327463
141,0.3465815778407519,0.30485363818068056
142,0.3027938448833669,0.3366697002765647
143,0.2928560276557747,0.5606561176416955
144,0.29353523687866606,0.30398207403977
145,0.30003334541602467,0.29835133522823626
146,0.29421536595811437,0.2919294784642682
147,0.2925167685460611,0.28727212882327463
148,0.2996892954737983,0.28938360479861336
149,0.29934547133473016,0.3101123071659055
150,0.2925167685460611,0.30398207403977
151,0.30244799723046273,0.3194336481403056
152,0.2928560276557747,0.28727212882327463
153,0.29217774006527686,0.2864301182402063
154,0.29319551717381626,0.3009426918136214
155,0.29421536595811437,0.28938360479861336
156,0.2928560276557747,0.294061062782579
157,0.30072212174933866,0.32032912516387446
158,0.29421536595811437,0.294061062782579
159,0.29217774006527686,0.30879295890412234
160,0.3122154243719819,0.3316328822921161
161,0.3027938448833669,0.2860096673955756
162,0.29217774006527686,0.32482629813973724
163,0.29217774006527686,0.29150425285256054
164,0.29728728168632385,0.2944884678281435
165,0.29217774006527686,0.28685093885089286
166,0.29217774006527686,0.34918944434588556
167,0.2962612543567855,0.29577285133133063
168,0.29217774006527686,0.30791512106757285
169,0.31327210877936684,0.28685093885089286
170,0.306961386706108,0.2864301182402063
171,0.29934547133473016,0.2962017004545121
172,0.2976297460196192,0.2970604779099437
173,0.29421536595811437,0.2885379108328364
174,0.29319551717381626,0.29023076631293243
175,0.29831535612189514,0.28685093885089286
176,0.29387518654788486,0.3145324221418586
177,0.3059165062622763,0.321674824463237
178,0.3239444987119474,0.3149763056586037
179,0.3010668476578171,0.3316328822921161
180,0.29831535612189514,0.35529380134645455
181,0.29591970124251327,0.2885379108328364
182,0.29557837650978974,0.31364567184550257
183,0.29217774006527686,0.2962017004545121
184,0.29217774006527686,0.2860096673955756
185,0.2928560276557747,0.309672179576173
186,0.2948964131035747,0.3158650866645654
187,0.2948964131035747,0.2860096673955756
188,0.29217774006527686,0.3031119151543775
189,0.29217774006527686,0.2992136954534728
190,0.29319551717381626,0.2860096673955756
191,0.29217774006527686,0.2860096673955756
192,0.29183894243310415,0.28938360479861336
193,0.29319551717381626,0.294061062782579
194,0.2966030356228094,0.3343755504459711
195,0.32754377370022014,0.2864301182402063
196,0.2952372803874912,0.2860096673955756
197,0.2925167685460611,0.3005099094214391
198,0.2948964131035747,0.30007748224607617
199,0.29217774006527686,0.29150425285256054
200,0.36232866515455336,0.2889605741628576
201,0.2928560276557747,0.37244061906161013
202,0.2928560276557747,0.3118762535399359
203,0.7782328803969588,0.3904041549157286
204,0.5700293382919451,0.2864301182402063
205,0.30417946911525356,0.2864301182402063
206,0.2928560276557747,0.3705185692658369
207,0.30313991614696933,0.29065489634859504
208,0.29353523687866606,0.2885379108328364
209,0.29217774006527686,0.29835133522823626
210,0.2966030356228094,0.2881156152242988
211,0.2952372803874912,0.28727212882327463
212,0.29217774006527686,0.2996454107650213
213,0.301411798404236,0.30398207403977
214,0.29353523687866606,0.3026773639205991
215,0.29217774006527686,0.3362102497115482
216,0.2925167685460611,0.3529402673040738
217,0.29217774006527686,0.331176873640313
218,0.29728728168632385,0.2881156152242988
219,0.29421536595811437,0.30791512106757285
220,0.29217774006527686,0.32935601299709444
221,0.29217774006527686,0.2864301182402063
222,0.29934547133473016,0.2860096673955756
223,0.29831535612189514,0.352000839954973
224,0.29387518654788486,0.310552778888416
225,0.30072212174933866,0.28685093885089286
226,0.2925167685460611,0.3394328690012828
227,0.2928560276557747,0.29235506840758974
228,0.301411798404236,0.3109935942135783
229,0.29353523687866606,0.29278102224851726
230,0.4530499606676482,0.37871491414488256
231,0.2925167685460611,0.29835133522823626
232,0.29421536595811437,0.29278102224851726
233,0.2952372803874912,0.3009426918136214
234,0.3010668476578171,0.30791512106757285
235,0.3027938448833669,0.2996454107650213
236,0.2990018732378227,0.297920691253493
237,0.30765907695475087,0.29577285133133063
238,0.30765907695475087,0.30137582894284365
239,0.2952372803874912,0.2966309094663428
240,0.301411798404236,0.2860096673955756
241,0.29217774006527686,0.30485363818068056
242,0.29217774006527686,0.29023076631293243
243,0.3129196645131513,0.31364567184550257
244,0.2962612543567855,0.3022431654818382
245,0.29557837650978974,0.3167552159210535
246,0.2925167685460611,0.363823965981376
247,0.29217774006527686,0.30485363818068056
248,0.5110856204226116,0.2970604779099437
249,0.3073101216743508,0.309672179576173
250,0.2925167685460611,0.31320280616492474
251,0.2966030356228094,0.2860096673955756
252,0.2928560276557747,0.3114347526089826
253,0.29217774006527686,0.2949162345669887
254,0.2928560276557747,0.28980700232207485
255,0.2945557748850766,0.3074767220136437
